id,year1,month,sourname,claimsta,claimpar,objid,objtype,objdim,subtype,subparty,subpres,reltype,reldirec,vers
10747,2015,5,1,1,"Conservative Party","churches","Social group","Religion",1,"Conservative Party",1,"Direct","Positive/associate",1
10748,2015,5,1,1,"Conservative Party","those who give so much [armed services]","Professional group",,1,"Conservative Party",1,"Direct","Positive/associate",1
10749,2015,5,1,1,"Conservative Party","all primary schoolchildren","Other",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10750,2015,5,1,1,"Conservative Party","England","Social group","Geography",1,"Conservative Party",1,"Direct","Positive/associate",1
10751,2015,5,1,1,"Conservative Party","people","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10752,2015,5,1,1,"Conservative Party","young people","Social group","Age/generation",1,"Conservative Party",1,"Indirect","Positive/associate",1
10753,2015,5,1,1,"Conservative Party","the British people","General public",,1,"Conservative Party",1,"Direct","Positive/associate",1
10754,2015,5,1,1,"Conservative Party","Pitcairn Islands","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10755,2015,5,1,1,"Conservative Party","Britain","General public",,1,"Conservative Party",2,"Direct","Positive/associate",1
10756,2015,5,1,1,"Conservative Party","faith groups","Social group","Religion",1,"Conservative Party",1,"Direct","Positive/associate",1
10757,2015,5,1,1,"Conservative Party","cities of Britain","Social group","Geography",1,"Conservative Party",2,"Direct","Positive/associate",1
10758,2015,5,1,1,"Conservative Party","Britain","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10759,2015,5,1,1,"Conservative Party","EU jobseekers","Social group","Nationality",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
10760,2015,5,1,1,"Conservative Party","first-time buyers (under 40)","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
10761,2015,5,1,1,"Conservative Party","small businesses","Social group","Economic class",1,"Conservative Party",1,"Direct","Positive/associate",1
10762,2015,5,1,1,"Conservative Party","young people","Social group","Age/generation",1,"Conservative Party",1,"Indirect","Positive/associate",1
10763,2015,5,1,1,"Conservative Party","students","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
10764,2015,5,1,1,"Conservative Party","disabled people","Social group","Health",1,"Conservative Party",1,"Direct","Positive/associate",1
10765,2015,5,1,1,"Conservative Party","those who serve [armed services]","Professional group",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10766,2015,5,1,1,"Conservative Party","the UK","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10767,2015,5,1,1,"Conservative Party","16–18 year-olds","Social group","Age/generation",1,"Conservative Party",1,"Direct","Positive/associate",1
10768,2015,5,1,1,"Conservative Party","the banks","Social group","Economic class",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
10769,2015,5,1,1,"Conservative Party","Wales","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10770,2015,5,1,1,"Conservative Party","your community","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10771,2015,5,1,1,"Conservative Party","nurses","Professional group",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10772,2015,5,1,1,"Conservative Party","those suffering from long-term yet treatable conditions","Social group","Health",1,"Conservative Party",1,"Indirect","Positive/associate",1
10773,2015,5,1,1,"Conservative Party","charities","Interest group",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10774,2015,5,1,1,"Conservative Party","thousands more doctors","Professional group",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10776,2015,5,1,1,"Conservative Party","England’s","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10777,2015,5,1,1,"Conservative Party","veterans","Professional group",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10778,2015,5,1,1,"Conservative Party","people","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10779,2015,5,1,1,"Conservative Party","parents","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
10780,2015,5,1,1,"Conservative Party","our country","General public",,2,"Conservative Party",1,"Direct","Positive/associate",1
10782,2015,5,1,1,"Conservative Party","wife","Social group","Gender",1,"Conservative Party",1,"Indirect","Positive/associate",1
10784,2015,5,1,1,"Conservative Party","students","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
10785,2015,5,1,1,"Conservative Party","Scotland’s","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10786,2015,5,1,1,"Conservative Party","Scotland","Social group","Geography",1,"Conservative Party",1,"Direct","Positive/associate",1
10787,2015,5,1,1,"Conservative Party","civil partners","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
10788,2015,5,1,1,"Conservative Party","Britain’s","General public",,2,"Conservative Party",1,"Indirect","Positive/associate",1
10789,2015,5,1,1,"Conservative Party","children","Other",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10790,2015,5,1,1,"Conservative Party","communities across Britain","Social group","Geography",1,"Conservative Party",1,"Direct","Positive/associate",1
10791,2015,5,1,1,"Conservative Party","our family of nations","General public",,1,"Conservative Party",1,"Direct","Positive/associate",1
10792,2015,5,1,1,"Conservative Party","our children","Other",,1,"Conservative Party",1,"Direct","Positive/associate",1
10793,2015,5,1,1,"Conservative Party","those who have the skills we really need in our economy","Social group","Nationality",1,"Conservative Party",1,"Indirect","Positive/associate",1
10794,2015,5,1,1,"Conservative Party","everyone","General public",,2,"Conservative Party",1,"Direct","Positive/associate",1
10795,2015,5,1,1,"Conservative Party","customers","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
10796,2015,5,1,1,"Conservative Party","wherever you live in the great nations of our United Kingdom","Social group","Geography",1,"Conservative Party",1,"Direct","Positive/associate",1
10797,2015,5,1,1,"Conservative Party","Bicester","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10798,2015,5,1,1,"Conservative Party","your child’s","Other",,1,"Conservative Party",1,"Direct","Positive/associate",1
10799,2015,5,1,1,"Conservative Party","dangerous criminals","Social group","Other",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
10800,2015,5,1,1,"Conservative Party","Britain’s","General public",,1,"Conservative Party",2,"Indirect","Positive/associate",1
10803,2015,5,1,1,"Conservative Party","local communities","Social group","Geography",1,"Conservative Party",1,"Direct","Positive/associate",1
10804,2015,5,1,1,"Conservative Party","foreign national (offenders)","Social group","Nationality",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
10805,2015,5,1,1,"Conservative Party","those regularly utilising the Shortage Occupation List [businesses]","Social group","Economic class",1,"Conservative Party",1,"Indirect","Both directions",1
10806,2015,5,1,1,"Conservative Party","those receiving Disability Living Allowance","Social group","Health",1,"Conservative Party",1,"Indirect","Positive/associate",1
10807,2015,5,1,1,"Conservative Party","terrorists","Social group","Other",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
10808,2015,5,1,1,"Conservative Party","civil partners","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
10809,2015,5,1,1,"Conservative Party","taxpayers","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
10810,2015,5,1,1,"Conservative Party","your family","Social group","Other",2,"Conservative Party",1,"Direct","Positive/associate",1
10811,2015,5,1,1,"Conservative Party","people","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10812,2015,5,1,1,"Conservative Party","local people","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10813,2015,5,1,1,"Conservative Party","England","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10814,2015,5,1,1,"Conservative Party","civil partners","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
10815,2015,5,1,1,"Conservative Party","(foreign) students","Social group","Economic class",1,"Conservative Party",1,"Indirect","Both directions",1
10816,2015,5,1,1,"Conservative Party","those who work for the public sector","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
10817,2015,5,1,1,"Conservative Party","nurses","Professional group",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10818,2015,5,1,1,"Conservative Party","England","Social group","Geography",1,"Conservative Party",1,"Direct","Positive/associate",1
10819,2015,5,1,1,"Conservative Party","your family","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
10820,2015,5,1,1,"Conservative Party","the South West","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10821,2015,5,1,1,"Conservative Party","thousands of nurses","Professional group",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10822,2015,5,1,1,"Conservative Party","30 million people","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10823,2015,5,1,1,"Conservative Party","areas (which have grown more slowly)","Social group","Geography",1,"Conservative Party",1,"Direct","Positive/associate",1
10824,2015,5,1,1,"Conservative Party","Britain","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10826,2015,5,1,1,"Conservative Party","the people","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10829,2015,5,1,1,"Conservative Party","scientists","Professional group",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10830,2015,5,1,1,"Conservative Party","(children) of members of the Armed Forces","Professional group",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10831,2015,5,1,1,"Conservative Party","Greater Manchester","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10832,2015,5,1,1,"Conservative Party","the hardest to help [in regards to health]","Social group","Health",1,"Conservative Party",1,"Direct","Positive/associate",1
10834,2015,5,1,1,"Conservative Party","children’s","Other",,1,"Conservative Party",1,"Direct","Positive/associate",1
10837,2015,5,1,1,"Conservative Party","every child","Other",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10838,2015,5,1,1,"Conservative Party","employees","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
10839,2015,5,1,1,"Conservative Party","our farmers","Professional group",,1,"Conservative Party",1,"Direct","Positive/associate",1
10840,2015,5,1,1,"Conservative Party","the UK","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10842,2015,5,1,1,"Conservative Party","45,000 offenders","Social group","Other",1,"Conservative Party",1,"Indirect","Both directions",1
10843,2015,5,1,1,"Conservative Party","businesses","Social group","Economic class",1,"Conservative Party",1,"Direct","Positive/associate",1
10844,2015,5,1,1,"Conservative Party","any household","Social group","Other",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
10845,2015,5,1,1,"Conservative Party","the North","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10846,2015,5,1,1,"Conservative Party","migrants","Social group","Nationality",1,"Conservative Party",2,"Direct","Negative/dissociate",1
