id,year,party,text,majortopic,majortopic_label,majortopic_recoded_label
27961,2010,lab,"To complement vocational learning for 14-19 year olds in schools and colleges, we will pioneer University Technical Colleges and new Studio Schools that offer innovative curricula involving practical learning and paid work",6,Education and Culture,Education and Culture
27962,2010,lab,"Advanced apprenticeships will be radically expanded, creating up to 70,000 places a year",6,Education and Culture,Education and Culture
27963,2010,lab,These provide well-respected routes into high-skilled careers and further study at university and will support our ambition that three-quarters of young people enter higher education or complete an advanced apprenticeship or equivalent technician-level qualification by the time they are 30,6,Education and Culture,Education and Culture
27964,2010,lab,New apprenticeship scholarships will enable the best apprentices to go on to higher education,6,Education and Culture,Education and Culture
27965,2010,lab,"We will open up opportunity for people from families on low incomes to enter professions like the media and law, expanding paid internships for students",6,Education and Culture,Education and Culture
27966,2010,lab,"To increase social mobility, careers advice for young people, including for younger children, will be overhauled, ensuring much better information and guidance",6,Education and Culture,Education and Culture
27967,2010,lab,World-class higher education,6,Education and Culture,Education and Culture
27968,2010,lab,Higher education is fundamental to our national prosperity,6,Education and Culture,Education and Culture
27969,2010,lab,"Demand for high level skills is strong and growing, and the supply of good graduates is an increasingly important factor in global economic competition",6,Education and Culture,Education and Culture
27970,2010,lab,"We have eliminated up-front fees paid by parents and students, and ensured that the repayment of loans is related to ability to pay",6,Education and Culture,Education and Culture
27971,2010,lab,The higher education participation rate for young people from the most disadvantaged areas has increased every year since 2004,6,Education and Culture,Education and Culture
27972,2010,lab,The review of higher education funding chaired by Lord Browne will report later this year,6,Education and Culture,Education and Culture
27973,2010,lab,"Our aim is to continue the expansion of higher education, widening access still further, while ensuring that universities and colleges have a secure, long-term funding base that protects world-class standards in teaching and research",6,Education and Culture,Education and Culture
27974,2010,lab,"Ahead of the review, we have provided universities with funding to recruit an extra 20,000 students this year",6,Education and Culture,Education and Culture
27975,2010,lab,"Universities must continue to raise their game in outreach to state schools, widening participation and boosting social mobility",6,Education and Culture,Education and Culture
27976,2010,lab,"We will guarantee mentoring and support for higher education applications to all low-income pupils with the potential for university study, with extra summer schools and help with UCAS applications; and expand programmes to encourage highly able students from low-income backgrounds to attend Russell Group universities",6,Education and Culture,Education and Culture
27977,2010,lab,We support universities that already widen access by taking into account the context of applicants achievement at school,6,Education and Culture,Education and Culture
